Zone.Code,Zone.Name,TDS,quintile
24UDGE,Hamble-le-Rice and Butlocks Heath,-2.254296298,2
24UDGF,Hedge End Grange Park,-5.464581523,1
24UDGG,Hedge End St John's,-4.49070512,1
24UDGH,Hedge End Wildern,-2.919631908,2
24UDGJ,Hiltingbury East,-4.857951314,1
24UDGK,Hiltingbury West,-5.23162351,1
24UDGL,Netley Abbey,-0.96459657,3
24UDGM,West End North,-3.544278352,1
24UDGN,West End South,-3.121592709,1
24UEFQ,Fareham East,-3.208985089,1
24UEFR,Fareham North,-3.364201359,1
24UEFS,Fareham North-West,-0.25197747,3
24UEFT,Fareham South,0.216279941,4
24UEFU,Fareham West,-2.932364703,2
24UEFW,Hill Head,-4.699010905,1
24UEFX,Locks Heath,-4.050029549,1
24UEFY,Park Gate,-3.797987731,1
24UEFZ,Portchester East,-2.367011198,2
24UEGA,Portchester West,-4.265047326,1
24UEGB,Sarisbury,-5.600946089,1
24UEGC,Stubbington,-3.878768536,1
24UEGD,Titchfield,-2.574756515,2
24UEGE,Titchfield Common,-3.904325342,1
24UEGF,Warsash,-5.328674807,1
24UFFL,Alverstoke,-3.859179734,1
24UFFM,Anglesey,-2.800829153,2
24UFFN,Bridgemary North,0.690218093,4
24UFFP,Bridgemary South,1.98872359,4
24UFFQ,Brockhurst,-1.516345532,3
24UFFR,Christchurch,-0.962133705,3
24UFFS,Elson,-2.182186934,2
24UFFT,Forton,1.774166459,4
24UFFU,Grange,4.281957026,5
24UFFW,Hardway,-3.150405448,1
24UFFX,Lee East,-1.928098433,2
24UFFY,Lee West,-3.846972331,1
24UFFZ,Leesland,0.738901941,4
24UFGA,Peel Common,-1.882439721,2
24UFGB,Privett,-1.202954667,3
24UFGC,Rowner and Holbrook,2.159482662,4
24UFGD,Town,4.192022198,5
24UGFS,Blackwater and Hawley,-4.034959615,1
24UGFT,Church Crookham East,-4.778622539,1
24UGFU,Church Crookham West,-5.434826707,1
24UGFW,Crondall,-2.452633071,2
24UGFX,Eversley,-4.896906887,1
24UGFY,Fleet Central,-3.829908643,1
24UGFZ,Fleet Courtmoor,-3.829969926,1
24UGGA,Fleet North,-3.945620704,1
24UGGB,Fleet Pondtail,-4.291304199,1
24UGGC,Fleet West,-2.590979276,2
24UGGD,Frogmore and Darby Green,-3.502590775,1
24UGGE,Hartley Wintney,-2.294865337,2
24UGGF,Hook,-3.537026609,1
24UGGG,Long Sutton,-1.193193135,3
24UGGH,Odiham,-2.986616148,1
24UGGJ,Yateley East,-3.214336062,1
24UGGK,Yateley North,-3.604038188,1
24UGGL,Yateley West,-5.142125868,1
24UHFQ,Barncroft,2.906561068,5
24UHFR,Battins,4.996643653,5
24UHFS,Bedhampton,-1.601727977,3
24UHFT,Bondfields,3.926500629,5
24UHFU,Cowplain,-3.655604264,1
24UHFW,Emsworth,-2.061927188,2
24UHFX,Hart Plain,-0.552212885,3
24UHFY,Hayling East,-1.157892753,3
24UHFZ,Hayling West,-1.682016471,2
24UHGA,Purbrook,-2.182578154,2
24UHGB,St Faith's,-2.081696257,2
24UHGC,Stakes,0.312504634,4
24UHGD,Warren Park,6.212138804,5
24UHGE,Waterloo,-2.572876609,2
24UJGL,"Ashurst, Copythorne South and Netley Marsh",-4.011207506,1
24UJGM,Barton,-4.609822511,1
24UJGN,Bashley,-4.218512689,1
24UJGP,Becton,-1.429261778,3
24UJGQ,Boldre and Sway,-3.558034509,1
24UJGR,"Bramshaw, Copythorne North and Minstead",-3.433922078,1
24UJGS,Bransgore and Burley,-3.289494983,1
24UJGT,Brockenhurst and Forest South East,-2.831057561,2
24UJGU,Buckland,-1.009861779,3
24UJGW,Butts Ash and Dibden Purlieu,-1.805393651,2
24UJGX,Dibden and Hythe East,-2.280168113,2
24UJGY,Downlands and Forest,-2.349431133,2
24UJGZ,"Fawley, Blackfield and Langley",-3.074923385,1
24UJHA,Fernhill,-0.948140559,3
24UJHB,Fordingbridge,-2.515473803,2
24UJHC,Forest North West,-4.373172544,1
24UJHD,Furzedown and Hardley,-0.547533401,3
24UJHE,Holbury and North Blackfield,0.119813046,3
24UJHF,Hordle,-3.816438912,1
24UJHG,Hythe West and Langdown,-1.748147923,2
24UJHH,Lymington Town,-2.479355137,2
24UJHJ,Lyndhurst,-2.467820607,2
24UJHK,Marchwood,-3.129536274,1
24UJHL,Milford,-3.612479895,1
24UJHM,Milton,-0.371941595,3
24UJHN,Pennington,-0.262200915,3
24UJHP,Ringwood East and Sopley,-4.829418082,1
24UJHQ,Ringwood North,-2.718642722,2
24UJHR,Ringwood South,-0.847755156,3
24UJHS,Totton Central,-3.144863546,1
24UJHT,Totton East,-1.61420101,2
24UJHU,Totton North,-2.049659953,2
24UJHW,Totton South,-2.223234542,2
24UJHX,Totton West,-1.853334846,2
24ULFR,Cove and Southwood,-3.067523705,1
24ULFS,Empress,-2.543004584,2
24ULFT,Fernhill,-1.997925186,2
24ULFU,Grange,0.691171222,4
24ULFW,Heron Wood,2.045975536,4
24ULFX,Knellwood,-3.307618703,1
24ULFY,Manor Park,-3.224629477,1
24ULFZ,Mayfield,2.005432464,4
24ULGA,North Town,0.36115532,4
24ULGB,Rowhill,-2.118103188,2
24ULGC,St. John's,-2.866757831,2
24ULGD,St. Mark's,0.00307964,3
24ULGE,Wellington,1.906399522,4
24ULGF,Westheath,-2.138954364,2
24UNGA,Abbey,-0.311379148,3
24UNGB,Alamein,1.472905058,4
24UNGC,Ampfield and Braishfield,-3.77083453,1
24UNGD,Amport,-3.305909507,1
24UNGE,Anna,-3.845910442,1
24UNGF,Blackwater,-3.198004633,1
24UNGG,Bourne Valley,-2.273158564,2
24UNGH,Broughton and Stockbridge,-3.072461888,1
24UNGJ,Charlton,-4.856326731,1
24UNGK,"Chilworth, Nursling and Rownhams",-4.224111761,1
24UNGL,Cupernham,-3.322259085,1
24UNGM,Dun Valley,-2.592746319,2
24UNGN,Harewood,-1.658027715,2
24UNGP,Harroway,-2.727000314,2
24UNGQ,Kings Somborne and Michelmersh,-2.806053247,2
24UNGR,Millway,-3.116082295,1
24UNGS,North Baddesley,-3.514371975,1
24UNGT,Over Wallop,-2.242325949,2
24UNGU,Penton Bellinger,-2.66152533,2
24UNGW,Romsey Extra,-3.366631143,1
24UNGX,St Mary's,0.903882396,4
24UNGY,Tadburn,-3.616973316,1
24UNGZ,Valley Park,-5.521184828,1
24UNHA,Winton,-3.047867786,1
24UPGK,Bishops Waltham,-2.68136644,2
24UPGL,Boarhunt and Southwick,0.413784651,4
24UPGM,Cheriton and Bishops Sutton,-2.365556937,2
24UPGN,Colden Common and Twyford,-3.238464663,1
24UPGP,Compton and Otterbourne,-3.93538807,1
24UPGQ,Denmead,-3.71138692,1
24UPGR,"Droxford, Soberton and Hambledon",-2.633991126,2
24UPGS,Itchen Valley,-2.300867251,2
24UPGT,Kings Worthy,-2.930970746,2
24UPGU,Littleton and Harestock,-3.633238744,1
24UPGW,Olivers Battery and Badger Farm,-3.871066383,1
24UPGX,Owslebury and Curdridge,-3.548433598,1
24UPGY,St Barnabas,-2.042805216,2
24UPGZ,St Bartholomew,1.656906982,4
24UPHA,St John and All Saints,2.386316951,4
24UPHB,St Luke,2.58266991,4
24UPHC,St Michael,-0.618388842,3
24UPHD,St Paul,-1.5456372,3
24UPHE,Shedfield,-5.12087089,1
24UPHF,Sparsholt,-3.953309347,1
24UPHG,Swanmore and Newtown,-3.905307286,1
24UPHH,The Alresfords,-3.647719315,1
24UPHJ,Upper Meon Valley,-3.643663682,1
24UPHK,Whiteley,-3.97753567,1
24UPHL,Wickham,-1.47230545,3
24UPHM,Wonston and Micheldever,-3.247632377,1
26UBFQ,Broxbourne,-4.425444866,1
26UBFR,Bury Green,0.631041605,4
26UBFS,Cheshunt Central,-1.406046526,3
26UBFT,Cheshunt North,-0.726948882,3
26UBFU,Flamstead End,-2.276488796,2
26UBFW,Goffs Oak,-3.524846061,1
26UBFX,Hoddesdon North,-4.104531929,1
26UBFY,Hoddesdon Town,-0.184521025,3
26UBFZ,Rosedale,-0.637395736,3
26UBGA,Rye Park,-0.66684681,3
26UBGB,Theobalds,-1.080636289,3
26UBGC,Waltham Cross,2.666779012,4
26UBGD,Wormley & Turnford,-0.677649524,3
26UCGF,Adeyfield East,1.068816324,4
26UCGG,Adeyfield West,1.393426673,4
26UCGH,Aldbury and Wigginton,-3.024543557,1
26UCGJ,Apsley,-1.165729464,3
26UCGK,Ashridge,-3.941258492,1
26UCGL,Bennetts End,1.433791755,4
26UCGM,Berkhamsted Castle,-4.079934259,1
26UCGN,Berkhamsted East,-1.993930703,2
26UCGP,Berkhamsted West,-1.651343068,2
26UCGQ,"Bovingdon, Flaunden & Chipperfield",-3.479630118,1
26UCGR,Boxmoor,-2.938032856,2
26UCGS,Chaulden & Shrubhill,-0.380151002,3
26UCGT,Corner Hall,-0.256336488,3
26UCGU,Gadebridge,-0.424067968,3
26UCGW,Grove Hill,1.464163263,4
26UCGX,Hemel Hempstead Central,0.102618353,3
26UCGY,Highfield & St Pauls,2.971886723,5
26UCGZ,Kings Langley,-2.671487808,2
26UCHA,Leverstock Green,-2.196128268,2
26UCHB,Nash Mills,-0.758073732,3
26UCHC,Northchurch,-2.021605179,2
26UCHD,Tring Central,-0.869343492,3
26UCHE,Tring East,-3.926992143,1
26UCHF,Tring West,-2.766303978,2
26UCHG,Warners End,0.230463091,4
26UCHH,Watling,-2.672654938,2
26UCHJ,Woodhall,-0.857478536,3
26UDGH,Bishop's Stortford All Saints,-2.968900569,2
26UDGJ,Bishop's Stortford Central,-1.409277752,3
26UDGK,Bishop's Stortford Meads,-2.824766592,2
26UDGL,Bishop's Stortford Silverleys,-5.097715132,1
26UDGM,Bishop's Stortford South,-4.944305963,1
26UDGN,Braughing,-2.699542588,2
26UDGP,Buntingford,-3.370981545,1
26UDGQ,Datchworth & Aston,-3.049327626,1
26UDGR,Great Amwell,-1.536288304,3
26UDGS,Hertford Bengeo,-3.103547105,1
26UDGT,Hertford Castle,-2.764433176,2
26UDGU,Hertford Heath,-1.512090749,3
26UDGW,Hertford Kingsmead,-3.342495284,1
26UDGX,Hertford Rural North,-5.01199289,1
26UDGY,Hertford Rural South,-3.099394765,1
26UDGZ,Hertford Sele,-0.28385728,3
26UDHA,Hunsdon,-2.26967138,2
26UDHB,Little Hadham,-4.129030476,1
26UDHC,Mundens and Cottered,-2.941620297,2
26UDHD,Much Hadham,-3.175379071,1
26UDHE,Puckeridge,-3.567421788,1
26UDHF,Sawbridgeworth,-2.843211815,2
26UDHG,Stanstead Abbots,-1.592760399,3
26UDHH,Thundridge & Standon,-3.51071003,1
26UDHJ,Walkern,-2.798408135,2
26UDHK,Ware Chadwell,-3.123996511,1
26UDHL,Ware Christchurch,-1.539775013,3
26UDHM,Ware St Mary's,-3.561627761,1
26UDHN,Ware Trinity,-0.8738431,3
26UDHP,Watton-at-Stone,-2.993203718,1
26UEFX,Aldenham East,-3.93589603,1
26UEFY,Aldenham West,-2.17982166,2
26UEFZ,Borehamwood Brookmeadow,1.307140078,4
26UEGA,Borehamwood Cowley Hill,3.551632457,5
26UEGB,Borehamwood Hillside,0.645987824,4
26UEGC,Borehamwood Kenilworth,0.70063274,4
26UEGD,Bushey Heath,-3.385767212,1
26UEGE,Bushey North,-1.180853451,3
26UEGF,Bushey Park,-2.705712065,2
26UEGG,Bushey St James,-1.259511185,3
26UEGH,Elstree,-2.855718386,2
26UEGJ,Potters Bar Furzefield,-2.477800735,2
26UEGK,Potters Bar Oakmere,-0.815083151,3
26UEGL,Potters Bar Parkfield,-2.903903174,2
26UEGM,Shenley,-1.342633646,3
26UFGC,Arbury,-3.560177957,1
26UFGD,Baldock East,-3.916123755,1
26UFGE,Baldock Town,-0.236543791,3
26UFGF,Cadwell,-0.79343229,3
26UFGG,Codicote,-3.236871824,1
26UFGH,Ermine,-3.074984794,1
26UFGJ,Graveley & Wymondley,-3.657510557,1
26UFGK,Hitchin Bearton,0.313726353,4
26UFGL,Hitchin Highbury,-2.312816041,2
26UFGM,Hitchin Oughton,2.940658019,5
26UFGN,Hitchin Priory,-2.887042777,2
26UFGP,Hitchin Walsworth,0.165510314,3
26UFGQ,Hitchwood,-1.499996532,3
26UFGR,Hoo,-1.23912085,3
26UFGS,Kimpton,-3.247903417,1
26UFGT,Knebworth,-2.561774949,2
26UFGU,Letchworth East,0.95236902,4
26UFGW,Letchworth Grange,1.461007058,4
26UFGX,Letchworth South East,0.484629772,4
26UFGY,Letchworth South West,-1.27211394,3
26UFGZ,Letchworth Wilbury,1.629732571,4
26UFHA,Offa,-1.909102699,2
26UFHB,Royston Heath,-2.473879614,2
26UFHC,Royston Meridian,-3.866346335,1
26UFHD,Royston Palace,-1.384902743,3
26UFHE,Weston and Sandon,-3.676766214,1
26UGFX,Ashley,-1.626903679,2
26UGFY,Batchwood,0.759820413,4
26UGFZ,Clarence,-1.583503332,3
26UGGA,Colney Heath,-1.724043459,2
26UGGB,Cunningham,0.103190483,3
26UGGC,Harpenden East,-2.273724001,2
26UGGD,Harpenden North,-3.306757558,1
26UGGE,Harpenden South,-4.277219784,1
26UGGF,Harpenden West,-3.53171913,1
26UGGG,London Colney,-0.82473538,3
26UGGH,Marshalswick North,-2.516061941,2
26UGGJ,Marshalswick South,-3.08660959,1
26UGGK,Park Street,-2.416285659,2
26UGGL,Redbourn,-1.384541814,3
26UGGM,St Peters,0.830028351,4
26UGGN,St Stephen,-3.815502638,1
26UGGP,Sandridge,-3.613450327,1
26UGGQ,Sopwell,1.147721675,4
26UGGR,Verulam,-4.412244098,1
26UGGS,Wheathampstead,-2.583484893,2
26UHFQ,Bandley Hill,0.602591441,4
26UHFR,Bedwell,3.976788558,5
26UHFS,Chells,-0.211714644,3
26UHFT,Longmeadow,-0.628983433,3
26UHFU,Manor,-2.578312825,2
26UHFW,Martins Wood,0.68844711,4
26UHFX,Old Town,0.353224026,4
26UHFY,Pin Green,1.453743565,4
26UHFZ,Roebuck,1.153900825,4
26UHGA,St Nicholas,0.537712115,4
26UHGB,Shephall,2.396108424,4
26UHGC,Symonds Green,-0.419139706,3
26UHGD,Woodfield,-2.317621716,2
26UJFX,Abbots Langley,-2.116879686,2
26UJFY,Ashridge,2.273023953,4
26UJFZ,Bedmond & Primrose Hill,-2.933289879,2
26UJGA,Carpenders Park,-3.137468006,1
26UJGB,Chorleywood East,-4.787311607,1
26UJGC,Chorleywood West,-2.798980916,2
26UJGD,Croxley Green,-2.828507868,2
26UJGE,Croxley Green North,-3.159258503,1
26UJGF,Croxley Green South,-3.840213261,1
26UJGG,Hayling,2.74378939,4
26UJGH,Langleybury,-0.245851006,3
26UJGJ,Leavesden,-3.002046803,1
26UJGK,Maple Cross & Mill End,0.10789303,3
26UJGL,Moor Park & Eastbury,-3.674878863,1
26UJGM,Northwick,4.586978405,5
26UJGN,Oxhey Hall,-2.402913261,2
26UJGP,Penn,-0.142031171,3
26UJGQ,Rickmansworth,-1.471426706,3
26UJGR,Rickmansworth West,-4.592421174,1
26UJGS,Sarratt,-2.824105512,2
26UKFN,Callowland,-0.495391302,3
26UKFP,Central,2.826118062,5
26UKFQ,Holywell,2.865032141,5
26UKFR,Leggatts,0.382504155,4
26UKFS,Meriden,0.86833986,4
26UKFT,Nascot,-1.764042483,2
26UKFU,Oxhey,-0.918369199,3
26UKFW,Park,-2.049756395,2
26UKFX,Stanborough,-1.147533929,3
26UKFY,Tudor,-3.431906908,1
26UKFZ,Vicarage,1.372797634,4
26UKGA,Woodside,0.732634273,4
26ULGJ,Brookmans Park and Little Heath,-4.158868918,1
26ULGK,Haldens,0.380369467,4
26ULGL,Handside,-0.910922396,3
26ULGM,Hatfield Central,2.240695339,4
26ULGN,Hatfield East,0.585058865,4
26ULGP,Hatfield North,0.03795694,3
26ULGQ,Hatfield South,1.911238539,4
26ULGR,Hatfield West,0.230822081,4
26ULGS,Hollybush,1.772409144,4
26ULGT,Howlands,-0.11402958,3
26ULGU,Northaw,-4.506392253,1
26ULGW,Panshanger,-0.4152351,3
26ULGX,Peartree,3.907097779,5
26ULGY,Sherrards,-2.012720983,2
26ULGZ,Welham Green,-1.870104958,2
26ULHA,Welwyn North,-5.099348415,1
26ULHB,Welwyn South,-3.732718825,1
29UBGZ,Aylesford Green,4.366983104,5
29UBHA,Beaver,1.913309524,4
29UBHB,Biddenden,-2.389002944,2
29UBHC,Bockhanger,0.812780561,4
29UBHD,Boughton Aluph and Eastwell,-1.885352089,2
29UBHE,Bybrook,-0.650106516,3
29UBHF,Charing,-1.46200864,3
29UBHG,Downs North,-2.585009567,2
29UBHH,Downs West,-1.972915387,2
29UBHJ,Godinton,-1.936504195,2
29UBHK,Great Chart with Singleton North,-1.098269486,3
29UBHL,Highfield,-5.306847948,1
29UBHM,Isle of Oxney,-3.187867838,1
29UBHN,Kennington,-3.043468146,1
29UBHP,Little Burton Farm,-2.712535238,2
29UBHQ,Norman,1.650460821,4
29UBHR,North Willesborough,-2.685966934,2
29UBHS,Park Farm North,-4.440169566,1
29UBHT,Park Farm South,-5.788449982,1
29UBHU,Rolvenden and Tenterden West,-3.071251614,1
29UBHW,St Michaels,-1.676713638,2
29UBHX,Saxon Shore,-3.820214889,1
29UBHY,Singleton South,-2.598561586,2
29UBHZ,South Willesborough,-0.976234883,3
29UBJA,Stanhope,6.665551507,5
29UBJB,Stour,0.591767718,4
29UBJC,Tenterden North,-2.635015535,2
29UBJD,Tenterden South,-1.699409113,2
29UBJE,Victoria,1.674697153,4
29UBJF,Washford,-1.41760438,3
29UBJG,Weald Central,-2.625757757,2
29UBJH,Weald East,-2.295715572,2
29UBJJ,Weald North,-3.080224177,1
29UBJK,Weald South,-2.939392915,2
29UBJL,Wye,0.446271119,4
29UCGC,Barham Downs,-2.236789804,2
29UCGD,Barton,2.368384625,4
29UCGE,Blean Forest,-1.206102327,3
29UCGF,Chartham and Stone Street,-1.143590397,3
29UCGG,Chestfield and Swalecliffe,-2.411373252,2
29UCGH,Gorrell,0.593297214,4
29UCGJ,Greenhill and Eddington,-0.433874092,3
29UCGK,Harbledown,-3.647727155,1
29UCGL,Harbour,0.433513004,4
29UCGM,Herne and Broomfield,-2.923834304,2
29UCGN,Heron,2.989406477,5
29UCGP,Little Stour,-1.165012901,3
29UCGQ,Marshside,-0.822690484,3
29UCGR,North Nailbourne,-3.616024441,1
29UCGS,Northgate,6.105785802,5
29UCGT,Reculver,-2.115745002,2
29UCGU,St Stephens,1.252022045,4
29UCGW,Seasalter,-2.290834618,2
29UCGX,Sturry North,-0.423758016,3
29UCGY,Sturry South,-2.937938882,2
29UCGZ,Tankerton,-2.492129169,2
29UCHA,West Bay,-0.555754167,3
29UCHB,Westgate,1.846351871,4
29UCHC,Wincheap,1.76212002,4
29UDGA,Bean and Darenth,-0.158254952,3
29UDGB,Brent,-1.789836719,2
29UDGC,Castle,-2.302118287,2
29UDGD,Greenhithe,-0.098510388,3
29UDGE,Heath,-3.929663612,1
29UDGF,Joyce Green,4.435775567,5
29UDGG,Joydens Wood,-4.120940815,1
29UDGH,Littlebrook,3.448826235,5
29UDGJ,"Longfield, New Barn and Southfleet",-3.673117816,1
29UDGK,Newtown,-1.222447124,3
29UDGL,Princes,2.718956793,4
29UDGM,Stone,1.597462359,4
29UDGN,Sutton-at-Hone and Hawley,-1.887037602,2
29UDGP,Swanscombe,2.700761223,4
29UDGQ,Town,0.739802907,4
29UDGR,West Hill,-2.761932522,2
29UDGS,Wilmington,-3.177378183,1
29UEGJ,Aylesham,2.968374739,5
29UEGK,Buckland,3.181810501,5
29UEGL,Capel-le-Ferne,-4.451178167,1
29UEGM,Castle,2.497366163,4
29UEGN,Eastry,-1.568401876,3
29UEGP,Eythorne and Shepherdswell,-1.727938343,2
29UEGQ,Little Stour and Ashstone,-2.104142591,2
29UEGR,Lydden and Temple Ewell,-3.20653876,1
29UEGS,"Maxton, Elms Vale and Priory",0.595325473,4
29UEGT,Middle Deal and Sholden,-0.083159482,3
29UEGU,Mill Hill,0.597856028,4
29UEGW,North Deal,0.660361504,4
29UEGX,Ringwould,-2.771569659,2
29UEGY,River,-3.525696392,1
29UEGZ,St Margaret's-at-Cliffe,-1.803986047,2
29UEHA,St Radigunds,5.574672876,5
29UEHB,Sandwich,-1.451027272,3
29UEHC,Tower Hamlets,5.264502496,5
29UEHD,Town and Pier,6.86850934,5
29UEHE,Walmer,-0.700056787,3
29UEHF,Whitfield,-2.405624041,2
29UGFW,Central,1.855921131,4
29UGFX,Chalk,-3.43661564,1
29UGFY,Coldharbour,3.125129579,5
29UGFZ,Higham,-2.239270272,2
29UGGA,Istead Rise,-4.298989728,1
29UGGB,Meopham North,-4.140107089,1
29UGGC,Meopham South and Vigo,-3.495150813,1
29UGGD,Northfleet North,3.836846406,5
29UGGE,Northfleet South,1.151633324,4
29UGGF,Painters Ash,-0.701845591,3
29UGGG,Pelham,3.025810213,5
29UGGH,Riverside,4.652028124,5
29UGGJ,Riverview,-3.485826886,1
29UGGK,"Shorne, Cobham and Luddesdown",-3.359932462,1
29UGGL,Singlewell,3.35492181,5
29UGGM,Westcourt,3.770284718,5
29UGGN,Whitehill,0.824285175,4
29UGGP,Woodlands,-1.361099499,3
29UHGF,Allington,-4.705766865,1
29UHGG,Barming,-4.328469859,1
29UHGH,Bearsted,-4.683147428,1
29UHGJ,Boughton Monchelsea and Chart Sutton,-3.803589609,1
29UHGK,Boxley,-4.556874992,1
29UHGL,Bridge,-1.459752309,3
29UHGM,Coxheath and Hunton,-2.755637704,2
29UHGN,Detling and Thurnham,-5.245293714,1
29UHGP,Downswood and Otham,-4.079782344,1
29UHGQ,East,-1.512532577,3
29UHGR,Fant,0.058715319,3
29UHGS,Harrietsham and Lenham,-2.550497999,2
29UHGT,Headcorn,-2.482009298,2
29UHGU,Heath,-1.049792712,3
29UHGW,High Street,2.442897384,4
29UHGX,Leeds,-2.6970093,2
29UHGY,Loose,-3.619310651,1
29UHGZ,Marden and Yalding,-1.266338798,3
29UHHA,North,-0.148795916,3
29UHHB,North Downs,-2.42399946,2
29UHHC,Park Wood,5.134815849,5
29UHHD,Shepway North,0.994713042,4
29UHHE,Shepway South,1.745425179,4
29UHHF,South,-4.19453889,1
29UHHG,Staplehurst,-3.164452759,1
29UHHH,Sutton Valence and Langley,-1.506788609,3
29UKGK,Ash,-2.789874497,2
29UKGL,"Brasted, Chevening and Sundridge",-3.813688928,1
29UKGM,Cowden and Hever,-3.500937707,1
29UKGN,Crockenhill and Well Hill,-1.680517497,2
29UKGP,Dunton Green and Riverhead,-3.035350052,1
29UKGQ,Edenbridge North and East,-1.493861906,3
29UKGR,Edenbridge South and West,-0.332676687,3
29UKGS,Eynsford,-3.105027279,1
29UKGT,"Farningham, Horton Kirby and South Darenth",-1.998591996,2
29UKGU,Fawkham and West Kingsdown,-3.129152816,1
29UKGW,"Halstead, Knockholt and Badgers Mount",-3.616508983,1
29UKGX,Hartley and Hodsoll Street,-2.637341705,2
29UKGY,Hextable,-4.156148796,1
29UKGZ,Kemsing,-2.996135483,1
29UKHA,Leigh and Chiddingstone Causeway,-2.993665139,1
29UKHB,Otford and Shoreham,-2.638233294,2
29UKHC,"Penshurst, Fordcombe and Chiddingstone",-2.795032094,2
29UKHD,Seal and Weald,-2.342970864,2
29UKHE,Sevenoaks Eastern,-2.233396606,2
29UKHF,Sevenoaks Kippington,-3.611989076,1
29UKHG,Sevenoaks Northern,-0.983760855,3
29UKHH,Sevenoaks Town and St John's,-2.270868273,2
29UKHJ,Swanley Christchurch and Swanley Village,-2.49526795,2
29UKHK,Swanley St Mary's,3.04095407,5
29UKHL,Swanley White Oak,1.07835243,4
29UKHM,Westerham and Crockham Hill,-2.689681948,2
29ULGC,Dymchurch and St Mary's Bay,-1.402448921,3
29ULGD,Elham and Stelling Minnis,-3.690892068,1
29ULGE,Folkestone Cheriton,1.486397678,4
29ULGF,Folkestone East,4.932239406,5
29ULGG,Folkestone Foord,2.187533289,4
29ULGH,Folkestone Harbour,4.248997551,5
29ULGJ,Folkestone Harvey Central,6.278283043,5
29ULGK,Folkestone Harvey West,1.841543992,4
29ULGL,Folkestone Morehall,-1.219153409,3
29ULGM,Folkestone Park,-1.286374449,3
29ULGN,Folkestone Sandgate,-1.948106303,2
29ULGP,Hythe Central,0.952467571,4
29ULGQ,Hythe East,-1.919684143,2
29ULGR,Hythe West,-0.128384015,3
29ULGS,Lydd,-0.162788803,3
29ULGT,Lympne and Stanford,-3.910446282,1
29ULGU,New Romney Coast,-3.146236096,1
29ULGW,New Romney Town,0.14622978,3
29ULGX,North Downs East,-2.204243446,2
29ULGY,North Downs West,-1.808660248,2
29ULGZ,Romney Marsh,-0.43427255,3
29ULHA,Tolsford,-2.876694052,2
29UMGC,Abbey,1.708022103,4
29UMGD,Borden,-3.108699659,1
29UMGE,Boughton and Courtenay,-1.205412403,3
29UMGF,Chalkwell,-0.126291491,3
29UMGG,Davington Priory,3.110224281,5
29UMGH,East Downs,-1.63256022,2
29UMGJ,Grove,-0.258711307,3
29UMGK,"Hartlip, Newington and Upchurch",-2.114988197,2
29UMGL,Iwade and Lower Halstow,-2.349843134,2
29UMGM,Kemsley,-0.311565742,3
29UMGN,Leysdown and Warden,1.823450711,4
29UMGP,Milton Regis,2.40765433,4
29UMGQ,Minster Cliffs,-1.788009123,2
29UMGR,Murston,1.717607975,4
29UMGS,Queenborough and Halfway,0.264585354,4
29UMGT,Roman,1.716728554,4
29UMGU,St Ann's,-1.285242037,3
29UMGW,St Michaels,0.033482855,3
29UMGX,Sheerness East,3.755302822,5
29UMGY,Sheerness West,6.193959763,5
29UMGZ,Sheppey Central,-0.032938326,3
29UMHA,Teynham and Lynsted,0.27434446,4
29UMHB,Watling,-0.817106063,3
29UMHC,West Downs,-3.713587691,1
29UMHD,Woodstock,-3.110322311,1
29UNGE,Beacon Road,1.359461049,4
29UNGF,Birchington North,-1.918594982,2
29UNGG,Birchington South,-0.429329776,3
29UNGH,Bradstowe,-0.635264218,3
29UNGJ,Central Harbour,3.023242372,5
29UNGK,Cliffsend and Pegwell,-1.927525979,2
29UNGL,Cliftonville East,-1.723180325,2
29UNGM,Cliftonville West,6.278470647,5
29UNGN,Dane Valley,4.857508878,5
29UNGP,Eastcliff,4.305932142,5
29UNGQ,Garlinge,1.069789678,4
29UNGR,Kingsgate,-4.444612068,1
29UNGS,Margate Central,6.822484982,5
29UNGT,Nethercourt,-0.53897319,3
29UNGU,Newington,5.900988801,5
29UNGW,Northwood,2.781509463,4
29UNGX,St Peters,-1.43229429,3
29UNGY,Salmestone,2.252285946,4
29UNGZ,Sir Moses Montefiore,2.153583223,4
29UNHA,Thanet Villages,-1.940570619,2
29UNHB,Viking,-1.355907312,3
29UNHC,Westbrook,-0.930026696,3
29UNHD,Westgate-on-Sea,2.372997699,4
29UPHJ,Aylesford,-1.929584059,2
29UPHK,Blue Bell Hill and Walderslade,-4.312240257,1
29UPHL,Borough Green and Long Mill,-2.466493108,2
29UPHM,"Burham, Eccles and Wouldham",-1.193842128,3
29UPHN,Cage Green,-3.216009255,1
29UPHP,Castle,-2.479119164,2
29UPHQ,Ditton,-2.750659007,2
29UPHR,Downs,-4.138352399,1
29UPHS,East Malling,1.164077888,4
29UPHT,East Peckham and Golden Green,-2.601881502,2
29UPHU,"Hadlow, Mereworth and West Peckham",-1.066278666,3
29UPHW,Higham,-2.833097163,2
29UPHX,Hildenborough,-3.821423731,1
29UPHY,Ightham,-4.175033362,1
29UPHZ,Judd,-1.711599329,2
29UPJA,Kings Hill,-3.989391436,1
29UPJB,Larkfield North,-3.353303452,1
29UPJC,Larkfield South,-2.73439344,2
29UPJD,Medway,-0.456285922,3
29UPJE,Snodland East,2.528521343,4
29UPJF,Snodland West,-2.539062739,2
